SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ, Latitude
1763770750.516909, 0.005387, 0.060304, -9.771934, -0.003233, 0.003058, -0.003172, -87.544235, 238.541153, 817.924011, 34.136306
1763770750.526168, 0.000299, 0.054468, -9.770587, -0.003348, 0.002930, -0.001798, -87.456100, 238.595718, 818.127441, 34.136306
1763770750.536915, 0.003891, 0.046088, -9.788544, -0.002010, 0.002289, -0.003253, -87.360779, 238.505798, 817.775330, 34.136306
1763770750.546910, 0.013467, 0.042198, -9.768492, -0.002112, 0.002345, -0.003421, -87.648148, 238.609726, 818.090576, 34.136306
1763770750.556925, 0.005686, 0.049081, -9.766248, -0.002447, 0.002723, -0.000909, -87.599106, 238.746948, 817.944702, 34.136306
1763770750.566925, 0.008978, 0.056413, -9.767595, -0.002480, 0.002891, -0.002353, -87.628677, 238.393341, 817.921692, 34.136306
1763770750.576255, 0.013018, 0.045639, -9.776722, -0.001227, 0.003738, -0.003211, -87.579712, 238.412003, 817.954346, 34.136306
1763770750.586912, 0.011971, 0.048931, -9.775076, -0.003805, 0.003242, -0.002996, -87.511017, 238.496918, 817.838379, 34.136306
1763770750.596916, 0.019902, 0.052224, -9.776722, -0.002788, 0.002679, -0.002622, -87.748672, 238.369766, 817.919861, 34.136306
1763770750.606912, 0.008829, 0.058658, -9.784354, -0.002293, 0.003530, -0.002893, -87.512543, 238.490570, 817.834290, 34.136306
1763770750.616909, 0.001047, 0.047585, -9.779566, -0.002907, 0.004101, -0.003151, -87.463440, 238.526154, 817.834534, 34.136306
1763770750.626258, 0.013916, 0.036512, -9.769091, -0.001446, 0.002962, -0.002941, -87.558624, 238.577057, 817.993835, 34.136306
1763770750.636904, 0.007931, 0.051026, -9.780015, -0.003554, 0.003471, -0.003292, -87.347778, 238.608246, 817.906799, 34.136306
1763770750.646924, 0.004938, 0.049829, -9.781212, -0.001752, 0.002369, -0.002178, -87.689957, 238.446365, 817.908447, 34.136306
1763770750.656926, 0.014964, 0.053121, -9.772233, -0.002264, 0.002768, -0.001965, -87.591156, 238.723160, 818.019043, 34.136306
1763770750.666912, 0.010325, 0.050428, -9.772084, -0.001988, 0.002099, -0.001158, -87.486389, 238.582916, 817.919434, 34.136306
1763770750.676258, 0.007931, 0.046837, -9.778518, -0.001174, 0.002785, -0.001444, -87.773453, 238.682205, 818.156494, 34.136306
1763770750.686905, -0.001347, 0.054767, -9.794230, -0.003485, 0.003716, -0.003080, -87.459488, 238.652359, 817.996704, 34.136306
1763770750.696058, 0.011223, 0.066589, -9.767894, -0.002943, 0.001717, -0.001695, -87.540573, 238.504532, 817.909912, 34.136306
1763770750.706195, 0.016310, 0.051625, -9.766397, -0.001542, 0.003421, -0.001681, -87.421799, 238.400406, 817.817871, 34.136306
1763770750.716055, 0.007781, 0.039205, -9.772832, -0.002708, 0.003708, -0.001367, -87.604706, 238.378586, 818.080566, 34.136306
1763770750.726906, 0.016909, 0.058209, -9.774628, -0.000519, 0.002804, -0.002825, -87.564224, 238.440994, 818.029297, 34.136306
1763770750.736899, 0.011971, 0.058508, -9.775076, -0.002109, 0.002300, -0.002027, -87.509506, 238.554138, 817.880859, 34.136306
1763770750.746913, 0.007632, 0.046687, -9.779266, -0.003465, 0.002997, -0.003824, -87.780807, 238.469696, 817.882874, 34.136306
1763770750.756920, 0.020201, 0.052523, -9.778518, -0.004210, 0.003021, -0.002885, -87.605804, 238.669327, 818.083862, 34.136306
1763770750.766906, 0.012270, 0.051326, -9.778817, -0.001660, 0.002604, -0.001935, -87.676407, 238.430176, 817.946594, 34.136306
1763770750.776927, 0.015413, 0.052074, -9.776722, -0.002432, 0.002214, -0.001681, -87.565765, 238.367416, 817.913696, 34.136306
1763770750.786915, 0.008978, 0.053570, -9.782109, -0.003624, 0.002688, -0.003580, -87.649384, 238.496201, 817.865845, 34.136306
1763770750.796918, 0.002544, 0.052972, -9.771784, -0.002587, 0.002302, -0.002586, -87.468048, 238.681717, 817.870667, 34.136306
1763770750.806919, 0.013318, 0.054618, -9.777770, -0.001539, 0.003181, -0.002543, -87.519547, 238.679993, 818.008606, 34.136306
1763770750.816909, 0.013767, 0.046238, -9.778817, -0.002000, 0.002137, -0.000831, -87.698059, 238.685623, 818.039978, 34.136306
1763770750.826187, 0.017807, 0.037110, -9.784953, -0.001639, 0.003445, -0.002316, -87.500122, 238.623917, 818.121216, 34.136306
1763770750.836716, 0.012121, 0.057910, -9.780015, -0.002822, 0.002270, -0.003042, -87.597687, 238.648697, 817.923340, 34.136306
1763770750.846922, 0.010624, 0.050578, -9.778518, -0.003312, 0.003831, -0.002967, -87.413055, 238.425751, 817.670837, 34.136306
1763770750.856912, 0.014664, 0.052074, -9.772233, -0.002255, 0.002136, -0.003548, -87.519211, 238.550018, 818.062866, 34.136306
